Block,Unnamed: 1,COURSE,Level,MAJOR,SECTN,OFFERNO,CRSNO,DAYS,ROOM,CLASS TYPE,UNITS,DESCRIPTIVE TITLE,DEPT,CLASS SIZE,START_TIME,END_TIME
362,,BSA,2,,R,E054,Biol 22p,T,DPBG-PSB 11,Lab,1,PRINCIPLES OF GENETICS,DPBG,20,10:00,13:00
362,,BSA,2,,R,M354,ScSc 12n,TF,DStat LH,Lec,3,READINGS IN PHILIPPINE HISTORY,DPSS,40,14:30,16:00
362,,BSA,2,,R,R092,Chem 131,TF,SLH,Lec,3,BIOCHEMISTRY (Lec),DOPAC,40,13:00,14:30
362,,BSA,2,,R,S073,CPrt 22,MTh,DOH-101,Lec,2,APPROACHES AND PRACTICES IN PEST MGT.,DPM,40,09:00,10:00
362,,BSA,2,,R,S074,CPrt 22,W,DPM-107,Lab,1,APPROACHES AND PRACTICES IN PEST MGT.,DPM,20,07:00,10:00
362,,BSA,2,,R,S336,Micr 22,TF,DPBG-204,Lec,2,GENERAL MICROBIOLOGY,DPM,40,08:00,09:00
362,,BSA,2,,R,S337,Micr 22,T,DPM-102,Lab,1,GENERAL MICROBIOLOGY,DPM,20,17:00,20:00
362,,BSA,2,,R,W670,PhEd 13n,MTh,GYM,Lec,2,PHYSICAL ACTIVITIES TOWARDS HLTH &amp; FIT.I,IHK,30,07:00,08:00
363,,BSA,2,,S,B040,AnSc 22n,MTH,DAS-7,Lec,2,INTRO. TO LIVESTOCK & POULTRY PRODN,DAS,40,16:30,17:30
363,,BSA,2,,S,B041,AnSc 22n,W,DAS-6,Lab,1,INTRO. TO LIVESTOCK & POULTRY PRODN,DAS,20,10:00,13:00
363,,BSA,2,,S,C097,AgSc 12,TF,ECON-134,Lec,3,AGRICULTURAL ECONOMICS AND MARKETING,DOE,40,10:30,12:00
363,,BSA,2,,S,C075,AgSc 13,TF,DA PSB Rm-2,Lec,3,INTRODUCTION TO ECOLOGICAL AGRICULTURE,DA,40,17:00,18:30
363,,BSA,2,,S,E055,Biol 22p,MTh,DPBG-204,Lec,2,PRINCIPLES OF GENETICS,DPBG,40,13:00,14:00
363,,BSA,2,,S,E056,Biol 22p,W,DPBG-204,Lab,1,PRINCIPLES OF GENETICS,DPBG,20,13:00,16:00
363,,BSA,2,,S,M355,ScSc 12n,MTh,DPSS-13D,Lec,3,READINGS IN PHILIPPINE HISTORY,DPSS,40,10:00,11:30
363,,BSA,2,,S,R093,Chem 131,MTh,VM-B1,Lec,3,BIOCHEMISTRY (Lec),DOPAC,40,17:30,19:00
363,,BSA,2,,S,S075,CPrt 22,MTh,DPM-101,Lec,2,APPROACHES AND PRACTICES IN PEST MGT.,DPM,40,12:00,13:00
363,,BSA,2,,S,S076,CPrt 22,T,DPM-103,Lab,1,APPROACHES AND PRACTICES IN PEST MGT.,DPM,20,07:00,10:00
363,,BSA,2,,S,S338,Micr 22,MTh,DSS-116,Lec,2,GENERAL MICROBIOLOGY,DPM,40,14:00,15:00
363,,BSA,2,,S,S339,Micr 22,T,PSB DOH-05,Lab,1,GENERAL MICROBIOLOGY,DPM,20,13:00,16:00
363,,BSA,2,,S,W671,PhEd 13n,TF,GYM,Lec,2,PHYSICAL ACTIVITIES TOWARDS HLTH &amp; FIT.I,IHK,30,14:00,15:00
